100
0.202556 0.0942222 0.477444 0.233722 0.315444 0.371556 0.372611 0.173333 0.369556 0.358944 0.552111 0.138167 0.546833 0.0428333 0.177667 0.431833 0.464667 0.345667 0.388333 0.451444 0.257444 0.0666111 0.0467778 0.355056 0.0482778 0.4725 0.340667 0.400944 0.0759444 0.134389 0.160444 0.2785 0.228611 0.0823333 0.512222 0.544056 0.251278 0.329278 0.514722 0.418167 0.485611 0.511278 0.000777778 0.476889 0.351444 0.531389 0.1505 0.0578889 0.3215 0.538833 0.509389 0.0233889 0.402833 0.000611111 0.175833 0.248444 0.2705 0.5165 0.446778 0.143778 0.0953333 0.0516667 0.219667 0.324 0.486944 0.176333 0.109833 0.535556 0.303 0.421944 0.398167 0.0303889 0.377667 0.196278 0.304611 0.5265 0.172111 0.455111 0.0288333 0.493611 0.235722 0.335556 0.517056 0.083 0.133556 0.137333 0.128833 0.201389 0.0982778 0.372944 0.345167 0.5465 0.424611 0.00927778 0.314944 0.153333 0.538556 0.222167 0.133333 0.0833333 
0.0885556 0.328833 0.113722 0.263556 0.525167 0.418333 0.2345 0.141722 0.115222 0.0607222 0.0798333 0.350944 0.193611 0.394222 0.231333 0.327167 0.328889 0.1575 0.528556 0.427167 0.530444 0.115556 0.215444 0.196833 0.124833 0.530444 0.350222 0.460722 0.549944 0.280889 0.544056 0.0829444 0.0542222 0.455111 0.3465 0.0238333 0.115222 0.378389 0.518444 0.230444 0.236444 0.395611 0.378778 0.430056 0.234278 0.0545556 0.201722 0.00761111 0.212056 0.527611 0.232111 0.186944 0.0876111 0.447611 0.383778 0.00983333 0.219833 0.531333 0.470556 0.214222 0.256722 0.256444 0.297167 0.108278 0.508889 0.441 0.485 0.4215 0.263833 0.447889 0.0963889 0.297611 0.288 0.2725 0.172167 0.522278 0.124389 0.171222 0.327278 0.336444 0.143278 0.356722 0.320722 0.230944 0.248778 0.501889 0.0381111 0.468611 0.275 0.508667 0.480167 0.329056 0.00688889 0.221778 0.437333 0.515833 0.460167 0.366778 0.381778 0.521333 
0.0565 0.2755 0.263444 0.3445 0.548056 0.435611 0.108556 0.116889 0.0512778 0.233167 0.250722 0.547444 0.0343889 0.368778 0.0201667 0.283167 0.112444 0.0582778 0.549167 0.3875 0.364333 0.473778 0.161 0.371222 0.492944 0.395722 0.128833 0.194889 0.00427778 0.510611 0.160667 0.0607778 0.0279444 0.424111 0.202611 0.373333 0.1015 0.108556 0.287556 0.505667 0.139056 0.538278 0.497611 0.173444 0.148889 0.315111 0.254 0.261333 0.373444 0.0449444 0.446167 0.182222 0.316056 0.404556 0.553444 0.0507778 0.244722 0.126778 0.245667 0.0463333 0.434722 0.406389 0.460056 0.462667 0.0722778  0.46 0.0777778 0.526722 0.013 0.365389 0.274167 0.505 0.145444 0.0135556 0.475778 0.294333 0.328722 0.527111 0.353056 0.146611 0.0165 0.041 0.126167 0.129944 0.445556 0.476944 0.180722 0.487611 0.401056 0.426444 0.534 0.280278 0.0746111 0.235833 0.540278 0.499778 0.140278 0.0625556 0.268278 0.506222 
0.225278 0.5425 0.455667 0.370722 0.0005 0.375889 0.109556 0.126556 0.3475 0.259944 0.0705 0.161333 0.300944 0.196667 0.291278 0.543889 0.118111 0.472056 0.475944 0.519167 0.140278 0.251722 0.0412222 0.0122222 0.487556 0.378889 0.309333 0.0723333 0.238778 0.0221111 0.023 0.464056 0.361944 0.276 0.279222 0.362444 0.0963333 0.186111 0.286389 0.241167 0.446056 0.356889 0.402556 0.544389 0.553611 0.491167 0.532722 0.469056 0.407667 0.453111  0.23 0.345278 0.502222 0.271278 0.154833 0.434222 0.4475 0.464222 0.506556 0.130722 0.283667 0.326889 0.0392222 0.0900556 0.0473333 0.115778 0.249833 0.496611 0.301944 0.536222 0.535111 0.545333 0.337611 0.382111 0.3315 0.133 0.317778 0.308667 0.0465 0.522778 0.00361111 0.2765 0.109889 0.505833 0.345111 0.264722 0.181833 0.237056 0.526278 0.485778 0.165111 0.254389 0.257111 0.00166667 0.141778 0.101833 0.1175 0.391667 0.0428889 0.216778 
0.372333 0.0224444 0.206556 0.507278 0.201944 0.538111 0.0847222 0.317056 0.0885556 0.484111 0.0816111 0.0921667 0.205111 0.544389 0.395333 0.347556 0.0509444 0.0216667 0.382 0.0216667 0.304778 0.547111 0.0734444 0.00633333 0.346167 0.215222 0.461056 0.463667 0.404222 0.301278 0.124889 0.221056 0.121111 0.128778 0.525667 0.120389 0.111333 0.0548889 0.437444 0.552833 0.336333 0.316389 0.442333 0.541444 0.102611 0.282167 0.130833 0.153556 0.101167 0.512833 0.528111 0.405944 0.301722 0.046 0.209611 0.0923333 0.0586111 0.468056 0.353333 0.462833 0.213778 0.275556 0.481222 0.334889 0.404389 0.451389 0.455278 0.313056 0.303611 0.1345 0.310333 0.0843889 0.248278 0.197167 0.423222 0.350889 0.276667 0.351389 0.504444 0.175167 0.106 0.274333 0.378444 0.407722 0.117722 0.385389 0.297444 0.176333 0.297889 0.448111 0.4365 0.511722 0.168167 0.159556 0.0883889 0.017 0.0553889 0.341056 0.330056 0.156333 
0.475556 0.0848889 0.0380556 0.521167 0.0793889 0.258611 0.3165 0.356056 0.0544444 0.0627222 0.531222 0.160444 0.337111 0.151444 0.365556 0.454833 0.536833 0.460333 0.4285 0.279222 0.352889 0.106778 0.0327222 0.521056 0.266333 0.121111 0.335389 0.119056 0.462167 0.109944 0.275389 0.179556 0.547722 0.110833 0.145167 0.424444 0.369444 0.461722 0.224944 0.423944 0.321778 0.5535 0.381722 0.103333 0.149389 0.191722 0.3555 0.483556 0.0965 0.0257778 0.207222 0.449444 0.4855 0.239944 0.212278 0.196278 0.158444 0.547722 0.315389 0.417944 0.455 0.388111 0.0419444 0.2445 0.498944 0.540056 0.113389 0.110222 0.446222 0.338333 0.3315 0.00977778 0.133611 0.157667 0.466056 0.0803333 0.349444 0.0633333 0.00833333 0.445944 0.442056 0.0129444 0.137167 0.372 0.252889 0.3495 0.0127222 0.208667 0.341667 0.125444 0.0711111 0.0384444 0.310944 0.113056 0.282944 0.0516667 0.0975556 0.396333 0.161889 0.341111 
0.532 0.493389 0.350944 0.462944 0.0955556 0.0587778 0.543278 0.445 0.122111 0.348944 0.132722 0.00861111 0.361889 0.269944 0.380611 0.412167 0.0638889 0.190722 0.0652778 0.202889 0.316167 0.136389 0.0386667 0.0715556 0.0468333 0.321611 0.123278 0.144389 0.515278 0.0825 0.282889 0.491722 0.0203889 0.431167 0.399111 0.468833 0.489944 0.184167 0.155611 0.0565 0.533111 0.0856667 0.418056 0.3395 0.355611 0.0404444 0.196111 0.216833 0.231167 0.261389 0.217056 0.344722 0.195167 0.255722 0.213611 0.242 0.0217778 0.134222 0.183722 0.334389 0.216778 0.466611 0.270556 0.0345 0.342222 0.467 0.300667 0.0739444 0.0956111 0.456278 0.483389 0.0732222 0.541944 0.345889 0.210056 0.139389 0.183667 0.2035 0.356222 0.414889 0.262222 0.370667 0.204056 0.457389 0.0708333 0.417667 0.496722 0.445556 0.551944 0.124944 0.224389 0.0105 0.388889 0.292333 0.045 0.175611 0.203778 0.345667 0.0468889 0.299444 
0.0437222 0.327611  0.17 0.0301111 0.470833 0.177389 0.522389 0.099 0.380889 0.120444 0.513889 0.440444 0.491111 0.515278 0.342333 0.00638889 0.377389 0.2835 0.249278 0.171111 0.205778 0.271056 0.181611 0.0391667 0.00783333 0.0239444 0.0121111 0.211611 0.369611 0.059 0.308389 0.413333 0.386667 0.275722 0.240833 0.301944 0.250444 0.207667 0.400944 0.0757778 0.328111 0.156611 0.313611 0.061 0.116333 0.100389 0.420333 0.291111 0.181222 0.114056 0.462222 0.387056 0.385111 0.441222 0.223556 0.392944 0.465167 0.235667 0.401944 0.0766111 0.092 0.507667 0.489944 0.276 0.227889 0.528111 0.0224444 0.478333 0.533167 0.220722 0.3515 0.103056 0.174722 0.109556 0.164111 0.291056 0.00727778 0.0288889 0.3795 0.541389 0.142944 0.286222 0.170222 0.325444 0.524778 0.393778 0.515722 0.434389 0.0738889 0.362111 0.511 0.518833 0.314278 0.242778 0.239278 0.3395 0.215333 0.0590556 0.0596111 0.545833 
0.0771667 0.208444 0.0933889 0.251889 0.318 0.2575 0.340278 0.122611 0.0837222 0.164278 0.1085 0.226667 0.247833 0.278722 0.349444 0.217056 0.469889 0.309667 0.448778 0.341111 0.469111 0.201611 0.304389 0.0251667 0.444389 0.543722 0.162 0.457056 0.400111 0.221667 0.447389 0.477278 0.430111 0.338111 0.173611 0.5455 0.392944 0.513944 0.112556 0.476667 0.475556 0.0183889 0.500667 0.167833 0.297167 0.294611 0.384889 0.00883333 0.401611 0.0754444 0.349944 0.315167 0.277056 0.0988333 0.137722 0.165889 0.439889 0.299722 0.420333 0.284444 0.521389 0.1095 0.206222 0.193333 0.447611 0.177167 0.183278 0.285 0.135556 0.0931667 0.206111 0.0555556 0.111611 0.151222 0.0207222 0.206111 0.243167 0.202944 0.214944 0.0892222 0.278444 0.00933333 0.201778 0.5555 0.461056 0.136833 0.518778 0.345389 0.436556 0.383556 0.0743333 0.199778 0.290389 0.0778889 0.190444 0.182444 0.255056 0.171056 0.264778 0.188 
0.264222 0.268222 0.0408889 0.173167 0.216778 0.0616667 0.379278  0.46 0.264611 0.0386667 0.346556 0.543056 0.400944 0.345667 0.340389 0.306444 0.4825 0.100944 0.0963333 0.160889 0.4845 0.523556 0.158 0.0166667 0.0458889 0.348444 0.552 0.0982778 0.5195 0.261222 0.286278 0.0255 0.529444 0.327222 0.198722 0.190667 0.388889 0.0224444 0.448 0.450833 0.414056 0.0363889 0.235722 0.259444 0.382056 0.0205556 0.0103333 0.106389 0.1215 0.459556 0.267278 0.403333 0.427556 0.425278  0.42 0.270778 0.0155 0.213778 0.369111 0.535 0.475 0.452722 0.357833 0.246222 0.224389 0.001 0.234222 0.410611 0.0235 0.126722 0.103278 0.437556 0.516 0.339 0.141444 0.3425 0.156889 0.504667 0.246222 0.278389 0.408722 0.5135 0.479056 0.280722 0.180556 0.140833 0.348889 0.548944 0.354611 0.162444 0.325722 0.0713889 0.4125 0.128056 0.317611 0.434278 0.129056 0.551833 0.289333 0.152556 
